depth_mm,dedx_MeVmm,energy_MeV,material
11.030000,2190.0127,790.5404,G
11.035000,2180.9084,779.6177,G
11.040000,2171.7532,768.7406,G
11.045000,2162.5461,757.9094,G
11.050000,2153.2865,747.1244,G
11.055000,2143.9734,736.3859,G
11.060000,2134.6060,725.6941,G
11.065000,2125.1834,715.0493,G
11.070000,2115.7048,704.4518,G
11.075000,2106.1692,693.9019,G
11.080000,2096.5756,683.3998,G
11.085000,2086.9230,672.9459,G
11.090000,2077.2105,662.5404,G
11.095000,2067.4370,652.1836,G
11.100000,2057.6015,641.8759,G
11.105000,2047.7029,631.6176,G
11.110000,2037.7399,621.4089,G
11.115000,2027.7116,611.2503,G
11.120000,2017.6166,601.1420,G
11.125000,2007.4537,591.0843,G
11.130000,1997.2217,581.0777,G
11.135000,1986.9193,571.1225,G
11.140000,1976.5451,561.2190,G
11.145000,1966.0977,551.3676,G
11.150000,1955.5757,541.5686,G
11.155000,1944.9776,531.8225,G
11.160000,1934.3019,522.1296,G
11.165000,1923.5469,512.4904,G
11.170000,1912.7111,502.9051,G
11.175000,1901.7927,493.3743,G
11.180000,1890.7900,483.8983,G
11.185000,1879.7011,474.4776,G
11.190000,1868.5243,465.1126,G
11.195000,1857.2575,455.8037,G
11.200000,1845.8988,446.5514,G
11.205000,1834.4459,437.3563,G
11.210000,1822.8968,428.2187,G
11.215000,1811.2493,419.1391,G
11.220000,1799.5008,410.1180,G
11.225000,1787.6491,401.1560,G
11.230000,1775.6915,392.2536,G
11.235000,1763.6255,383.4113,G
11.240000,1751.4483,374.6297,G
11.245000,1739.1570,365.9093,G
11.250000,1726.7486,357.2507,G
11.255000,1714.2200,348.6545,G
11.260000,1701.5679,340.1213,G
11.265000,1688.7890,331.6517,G
11.270000,1675.8797,323.2464,G
11.275000,1662.8362,314.9061,G
11.280000,1649.6546,306.6314,G
11.285000,1636.3309,298.4231,G
11.290000,1622.8608,290.2818,G
11.295000,1609.2396,282.2083,G
11.300000,1595.4628,274.2033,G
11.305000,1581.5252,266.2678,G
11.310000,1567.4216,258.4024,G
11.315000,1553.1465,250.6080,G
11.320000,1538.6940,242.8856,G
11.325000,1524.0579,235.2359,G
11.330000,1509.2316,227.6601,G
11.335000,1494.2082,220.1589,G
11.340000,1478.9802,212.7334,G
11.345000,1463.5399,205.3848,G
11.350000,1447.8788,198.1140,G
11.355000,1431.9882,190.9222,G
11.360000,1415.8584,183.8105,G
11.365000,1399.4792,176.7802,G
11.370000,1382.8399,169.8327,G
11.375000,1365.9286,162.9691,G
11.380000,1348.7328,156.1909,G
11.385000,1331.2390,149.4996,G
11.390000,1313.4323,142.8967,G
11.395000,1295.2971,136.3838,G
11.400000,1276.8159,129.9626,G
11.405000,1257.9701,123.6349,G
11.410000,1238.7390,117.4026,G
11.415000,1219.1002,111.2677,G
11.420000,1199.0291,105.2322,G
11.425000,1178.4982,99.2985,G
11.430000,1157.4775,93.4688,G
11.435000,1135.9333,87.7459,G
11.440000,1113.8281,82.1323,G
11.445000,1091.1197,76.6310,G
11.450000,1067.7605,71.2452,G
11.455000,1043.6965,65.9783,G
11.460000,1018.8657,60.8340,G
11.465000,993.1969,55.8163,G
11.470000,966.6071,50.9297,G
11.475000,938.9993,46.1791,G
11.480000,910.2583,41.5698,G
11.485000,880.2457,37.1081,G
11.490000,848.7934,32.8006,G
11.495000,815.6934,28.6552,G
11.500000,780.6830,24.6809,G
11.505000,743.4237,20.8883,G
11.510000,703.4651,17.2899,G
11.515000,660.1873,13.9009,G
11.520000,612.6956,10.7405,G
11.525000,559.6145,7.8337,G
11.530000,498.6285,5.2148,G
11.535000,425.2413,2.9354,G
11.540000,328.0399,1.0869,G
11.545000,132.2937,0.0000,G
